Source File,Reference,Link Text,Status,Issue Type
prompts\creative\email-newsletter-writer.md,content-marketing-blog-post.md,Content Marketing Blog Post Generator,OK,File exists
prompts\creative\email-newsletter-writer.md,headline-tagline-creator.md,Headline and Tagline Creator,OK,File exists
prompts\creative\email-newsletter-writer.md,social-media-content-generator.md,Social Media Content Generator,OK,File exists
prompts\creative\headline-tagline-creator.md,ad-copy-generator.md,Ad Copy Generator,OK,File exists
prompts\creative\headline-tagline-creator.md,brand-voice-developer.md,Brand Voice Developer,OK,File exists
prompts\creative\headline-tagline-creator.md,product-description-generator.md,Product Description Generator,OK,File exists
prompts\creative\headline-tagline-creator.md,social-media-content-generator.md,Social Media Content Generator,OK,File exists
prompts\creative\product-description-generator.md,ad-copy-generator.md,Ad Copy Generator,OK,File exists
prompts\creative\product-description-generator.md,brand-voice-developer.md,Brand Voice Developer,OK,File exists
prompts\creative\product-description-generator.md,content-marketing-blog-post.md,Content Marketing Blog Post Generator,OK,File exists
prompts\creative\product-description-generator.md,headline-tagline-creator.md,Headline and Tagline Creator,OK,File exists
prompts\creative\social-media-content-generator.md,ad-copy-generator.md,Ad Copy Generator,OK,File exists
prompts\creative\social-media-content-generator.md,content-marketing-blog-post.md,Content Marketing Blog Post Generator,OK,File exists
prompts\creative\social-media-content-generator.md,email-newsletter-writer.md,Email Newsletter Writer,OK,File exists
prompts\creative\social-media-content-generator.md,headline-tagline-creator.md,Headline and Tagline Creator,OK,File exists
prompts\creative\video-script-writer.md,headline-tagline-creator.md,Headline and Tagline Creator,OK,File exists
prompts\developers\README.md,../../CONTRIBUTING.md,Contribute it,OK,File exists
prompts\developers\README.md,../../docs/best-practices.md,Best Practices,OK,File exists
prompts\developers\README.md,../../docs/getting-started.md,Getting Started Guide,OK,File exists
prompts\developers\README.md,code-review-assistant.md,Code Review Assistant,OK,File exists
prompts\developers\cloud-migration-specialist.md,../system/devops-architecture-planner.md,devops-architecture-planner,OK,File exists
prompts\developers\cloud-migration-specialist.md,./data-pipeline-engineer.md,data-pipeline-engineer,OK,File exists
prompts\developers\cloud-migration-specialist.md,./security-code-auditor.md,security-code-auditor,OK,File exists
prompts\developers\code-review-assistant.md,bug-finder.md,Bug Finder and Fixer,OK,File exists
prompts\developers\code-review-assistant.md,code-review-expert-structured.md,Code Review Expert: Structured Output,OK,File exists
prompts\developers\code-review-assistant.md,documentation-generator.md,Code Documentation Generator,OK,File exists
prompts\developers\code-review-assistant.md,security-code-auditor.md,Security Code Auditor,OK,File exists
prompts\developers\code-review-expert-structured.md,./code-review-expert.md,code-review-expert,OK,File exists
prompts\developers\code-review-expert-structured.md,./security-code-auditor.md,security-code-auditor,OK,File exists
prompts\developers\code-review-expert-structured.md,./test-automation-engineer.md,test-automation-engineer,OK,File exists
prompts\developers\code-review-expert.md,./performance-optimization-specialist.md,performance-optimization-specialist,OK,File exists
prompts\developers\code-review-expert.md,./test-automation-engineer.md,test-automation-engineer,OK,File exists
prompts\developers\csharp-enterprise-standards-enforcer.md,./csharp-refactoring-assistant.md,csharp-refactoring-assistant,OK,File exists
prompts\developers\csharp-refactoring-assistant.md,../developers/code-review-expert-structured.md,code-review-expert-structured,OK,File exists
prompts\developers\csharp-refactoring-assistant.md,./csharp-enterprise-standards-enforcer.md,csharp-enterprise-standards-enforcer,OK,File exists
prompts\developers\data-pipeline-engineer.md,./cloud-migration-specialist.md,Cloud Migration Specialist,OK,File exists
prompts\developers\data-pipeline-engineer.md,./database-schema-designer.md,Database Schema Designer,OK,File exists
prompts\developers\data-pipeline-engineer.md,./devops-pipeline-architect.md,DevOps Pipeline Architect,OK,File exists
prompts\developers\dotnet-api-designer.md,../developers/api-design-consultant.md,api-design-consultant,OK,File exists
prompts\developers\dotnet-api-designer.md,./csharp-enterprise-standards-enforcer.md,csharp-enterprise-standards-enforcer,OK,File exists
prompts\developers\mid-level-developer-architecture-coach.md,./csharp-enterprise-standards-enforcer.md,csharp-enterprise-standards-enforcer,OK,File exists
prompts\developers\mid-level-developer-architecture-coach.md,csharp-enterprise-standards-enforcer.md,C# Enterprise Standards Enforcer,OK,File exists
prompts\developers\refactoring-plan-designer.md,code-review-expert-structured.md,Code Review Expert: Structured,OK,File exists
prompts\developers\security-code-auditor.md,./api-design-consultant.md,api-design-consultant,OK,File exists
prompts\developers\security-code-auditor.md,./code-review-expert.md,code-review-expert,OK,File exists
prompts\developers\security-code-auditor.md,./sql-security-standards-enforcer.md,sql-security-standards-enforcer,OK,File exists
prompts\developers\sql-query-analyzer.md,./csharp-enterprise-standards-enforcer.md,csharp-enterprise-standards-enforcer,OK,File exists
prompts\developers\sql-security-standards-enforcer.md,./api-design-consultant.md,api-design-consultant,OK,File exists
prompts\developers\sql-security-standards-enforcer.md,./security-code-auditor.md,security-code-auditor,OK,File exists
prompts\developers\test-automation-engineer.md,./security-code-auditor.md,security-code-auditor,OK,File exists
prompts\governance\ai-ml-privacy-risk-assessment.md,gdpr-compliance-assessment.md,GDPR Compliance Assessment,OK,File exists
prompts\governance\ai-ml-privacy-risk-assessment.md,privacy-impact-assessment.md,Privacy Impact Assessment,OK,File exists
prompts\governance\ai-ml-privacy-risk-assessment.md,soc2-audit-preparation.md,SOC 2 Audit Preparation,OK,File exists
prompts\governance\data-retention-policy.md,data-subject-request-handler.md,Data Subject Request Handler,OK,File exists
prompts\governance\data-retention-policy.md,gdpr-compliance-assessment.md,GDPR Compliance Assessment,OK,File exists
prompts\governance\data-retention-policy.md,privacy-impact-assessment.md,Privacy Impact Assessment,OK,File exists
prompts\governance\data-subject-request-handler.md,data-retention-policy.md,Data Retention Policy Generator,OK,File exists
prompts\governance\data-subject-request-handler.md,gdpr-compliance-assessment.md,GDPR Compliance Assessment,OK,File exists
prompts\governance\data-subject-request-handler.md,privacy-impact-assessment.md,Privacy Impact Assessment,OK,File exists
prompts\governance\gdpr-compliance-assessment.md,data-subject-request-handler.md,Data Subject Request Handler,OK,File exists
prompts\governance\gdpr-compliance-assessment.md,privacy-impact-assessment.md,Privacy Impact Assessment Generator,OK,File exists
prompts\governance\gdpr-compliance-assessment.md,soc2-audit-preparation.md,SOC 2 Audit Preparation,OK,File exists
prompts\governance\privacy-impact-assessment.md,ai-ml-privacy-risk-assessment.md,AI Risk Assessment,OK,File exists
prompts\governance\privacy-impact-assessment.md,cross-border-transfer-assessment.md,Cross-Border Transfer Assessment,OK,File exists
prompts\governance\privacy-impact-assessment.md,gdpr-compliance-assessment.md,GDPR Compliance Assessment,OK,File exists
prompts\governance\soc2-audit-preparation.md,../system/security-architecture-specialist.md,Security Architecture Review,OK,File exists
prompts\governance\soc2-audit-preparation.md,gdpr-compliance-assessment.md,GDPR Compliance Assessment,OK,File exists
prompts\governance\soc2-audit-preparation.md,vendor-security-review.md,Vendor Risk Assessment,OK,File exists
prompts\m365\README.md,m365-customer-feedback-analyzer.md,m365-customer-feedback-analyzer.md,OK,File exists
prompts\m365\README.md,m365-daily-standup-assistant.md,m365-daily-standup-assistant.md,OK,File exists
prompts\m365\README.md,m365-data-insights-assistant.md,m365-data-insights-assistant.md,OK,File exists
prompts\m365\README.md,m365-designer-image-prompt-generator.md,m365-designer-image-prompt-generator.md,OK,File exists
prompts\m365\README.md,m365-designer-infographic-brief.md,m365-designer-infographic-brief.md,OK,File exists
prompts\m365\README.md,m365-designer-social-media-kit.md,m365-designer-social-media-kit.md,OK,File exists
prompts\m365\README.md,m365-document-summarizer.md,m365-document-summarizer.md,OK,File exists
prompts\m365\README.md,m365-email-triage-helper.md,m365-email-triage-helper.md,OK,File exists
prompts\m365\README.md,m365-excel-formula-expert.md,m365-excel-formula-expert.md,OK,File exists
prompts\m365\README.md,m365-handover-document-creator.md,m365-handover-document-creator.md,OK,File exists
prompts\m365\README.md,m365-manager-sync-planner.md,m365-manager-sync-planner.md,OK,File exists
prompts\m365\README.md,m365-meeting-prep-brief.md,m365-meeting-prep-brief.md,OK,File exists
prompts\m365\README.md,m365-meeting-recap-assistant.md,m365-meeting-recap-assistant.md,OK,File exists
prompts\m365\README.md,m365-personal-task-collector.md,m365-personal-task-collector.md,OK,File exists
prompts\m365\README.md,m365-presentation-outline-generator.md,m365-presentation-outline-generator.md,OK,File exists
prompts\m365\README.md,m365-project-status-reporter.md,m365-project-status-reporter.md,OK,File exists
prompts\m365\README.md,m365-slide-content-refiner.md,m365-slide-content-refiner.md,OK,File exists
prompts\m365\README.md,m365-sway-document-to-story.md,m365-sway-document-to-story.md,OK,File exists
prompts\m365\README.md,m365-sway-visual-newsletter.md,m365-sway-visual-newsletter.md,OK,File exists
prompts\m365\README.md,m365-weekly-review-coach.md,m365-weekly-review-coach.md,OK,File exists
prompts\system\README.md,../../CONTRIBUTING.md,Contribution guidelines,OK,File exists
prompts\system\README.md,../../docs/best-practices.md,Best Practices,OK,File exists
prompts\system\README.md,../../docs/getting-started.md,Getting Started Guide,OK,File exists
prompts\system\README.md,../../docs/intro-to-prompts.md,Introduction to Prompts,OK,File exists
prompts\system\README.md,tree-of-thoughts-repository-evaluator.md,Tree-of-Thoughts Repository Evaluator,OK,File exists
prompts\system\api-architecture-designer.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\api-architecture-designer.md,enterprise-integration-architect.md,Enterprise Integration Architect,OK,File exists
prompts\system\api-architecture-designer.md,microservices-architecture-expert.md,Microservices Architecture Expert,OK,File exists
prompts\system\api-architecture-designer.md,performance-architecture-optimizer.md,Performance Architecture Optimizer,OK,File exists
prompts\system\api-architecture-designer.md,security-architecture-specialist.md,Security Architecture Specialist,OK,File exists
prompts\system\blockchain-architecture-specialist.md,compliance-architecture-designer.md,Compliance Architecture Designer,OK,File exists
prompts\system\blockchain-architecture-specialist.md,data-architecture-designer.md,Data Architecture Designer,OK,File exists
prompts\system\blockchain-architecture-specialist.md,enterprise-integration-architect.md,Enterprise Integration Architect,OK,File exists
prompts\system\blockchain-architecture-specialist.md,iot-architecture-designer.md,IoT Architecture Designer,OK,File exists
prompts\system\blockchain-architecture-specialist.md,security-architecture-specialist.md,Security Architecture Specialist,OK,File exists
prompts\system\cloud-architecture-consultant.md,devops-architecture-planner.md,DevOps Architecture Planner,OK,File exists
prompts\system\cloud-architecture-consultant.md,disaster-recovery-architect.md,Disaster Recovery Architect,OK,File exists
prompts\system\cloud-architecture-consultant.md,microservices-architecture-expert.md,Microservices Architecture Expert,OK,File exists
prompts\system\cloud-architecture-consultant.md,performance-architecture-optimizer.md,Performance Architecture Optimizer,OK,File exists
prompts\system\cloud-architecture-consultant.md,security-architecture-specialist.md,Security Architecture Specialist,OK,File exists
prompts\system\compliance-architecture-designer.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\compliance-architecture-designer.md,data-architecture-designer.md,Data Architecture Designer,OK,File exists
prompts\system\compliance-architecture-designer.md,disaster-recovery-architect.md,Disaster Recovery Architect,OK,File exists
prompts\system\compliance-architecture-designer.md,enterprise-integration-architect.md,Enterprise Integration Architect,OK,File exists
prompts\system\compliance-architecture-designer.md,security-architecture-specialist.md,Security Architecture Specialist,OK,File exists
prompts\system\data-architecture-designer.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\data-architecture-designer.md,compliance-architecture-designer.md,Compliance Architecture Designer,OK,File exists
prompts\system\data-architecture-designer.md,enterprise-integration-architect.md,Enterprise Integration Architect,OK,File exists
prompts\system\data-architecture-designer.md,microservices-architecture-expert.md,Microservices Architecture Expert,OK,File exists
prompts\system\data-architecture-designer.md,performance-architecture-optimizer.md,Performance Architecture Optimizer,OK,File exists
prompts\system\devops-architecture-planner.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\devops-architecture-planner.md,disaster-recovery-architect.md,Disaster Recovery Architect,OK,File exists
prompts\system\devops-architecture-planner.md,microservices-architecture-expert.md,Microservices Architecture Expert,OK,File exists
prompts\system\devops-architecture-planner.md,performance-architecture-optimizer.md,Performance Architecture Optimizer,OK,File exists
prompts\system\devops-architecture-planner.md,security-architecture-specialist.md,Security Architecture Specialist,OK,File exists
prompts\system\disaster-recovery-architect.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\disaster-recovery-architect.md,compliance-architecture-designer.md,Compliance Architecture Designer,OK,File exists
prompts\system\disaster-recovery-architect.md,data-architecture-designer.md,Data Architecture Designer,OK,File exists
prompts\system\disaster-recovery-architect.md,devops-architecture-planner.md,DevOps Architecture Planner,OK,File exists
prompts\system\disaster-recovery-architect.md,security-architecture-specialist.md,Security Architecture Specialist,OK,File exists
prompts\system\enterprise-integration-architect.md,api-architecture-designer.md,API Architecture Designer,OK,File exists
prompts\system\enterprise-integration-architect.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\enterprise-integration-architect.md,data-architecture-designer.md,Data Architecture Designer,OK,File exists
prompts\system\enterprise-integration-architect.md,microservices-architecture-expert.md,Microservices Architecture Expert,OK,File exists
prompts\system\enterprise-integration-architect.md,security-architecture-specialist.md,Security Architecture Specialist,OK,File exists
prompts\system\iot-architecture-designer.md,blockchain-architecture-specialist.md,Blockchain Architecture Specialist,OK,File exists
prompts\system\iot-architecture-designer.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\iot-architecture-designer.md,data-architecture-designer.md,Data Architecture Designer,OK,File exists
prompts\system\iot-architecture-designer.md,enterprise-integration-architect.md,Enterprise Integration Architect,OK,File exists
prompts\system\iot-architecture-designer.md,security-architecture-specialist.md,Security Architecture Specialist,OK,File exists
prompts\system\legacy-modernization-architect.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\legacy-modernization-architect.md,data-architecture-designer.md,Data Architecture Designer,OK,File exists
prompts\system\legacy-modernization-architect.md,devops-architecture-planner.md,DevOps Architecture Planner,OK,File exists
prompts\system\legacy-modernization-architect.md,enterprise-integration-architect.md,Enterprise Integration Architect,OK,File exists
prompts\system\legacy-modernization-architect.md,microservices-architecture-expert.md,Microservices Architecture Expert,OK,File exists
prompts\system\library-visual-audit.md,../advanced/library-analysis-react.md,Library Analysis ReAct,OK,File exists
prompts\system\library-visual-audit.md,../advanced/tree-of-thoughts-evaluator-reflection.md,Tree-of-Thoughts Evaluator,OK,File exists
prompts\system\library-visual-audit.md,prompt-quality-evaluator.md,Prompt Quality Evaluator,OK,File exists
prompts\system\microservices-architecture-expert.md,api-architecture-designer.md,API Architecture Designer,OK,File exists
prompts\system\microservices-architecture-expert.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\microservices-architecture-expert.md,data-architecture-designer.md,Data Architecture Designer,OK,File exists
prompts\system\microservices-architecture-expert.md,devops-architecture-planner.md,DevOps Architecture Planner,OK,File exists
prompts\system\microservices-architecture-expert.md,performance-architecture-optimizer.md,Performance Architecture Optimizer,OK,File exists
prompts\system\mobile-architecture-consultant.md,api-architecture-designer.md,API Architecture Designer,OK,File exists
prompts\system\mobile-architecture-consultant.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\mobile-architecture-consultant.md,iot-architecture-designer.md,IoT Architecture Designer,OK,File exists
prompts\system\mobile-architecture-consultant.md,performance-architecture-optimizer.md,Performance Architecture Optimizer,OK,File exists
prompts\system\mobile-architecture-consultant.md,security-architecture-specialist.md,Security Architecture Specialist,OK,File exists
prompts\system\performance-architecture-optimizer.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\performance-architecture-optimizer.md,data-architecture-designer.md,Data Architecture Designer,OK,File exists
prompts\system\performance-architecture-optimizer.md,devops-architecture-planner.md,DevOps Architecture Planner,OK,File exists
prompts\system\performance-architecture-optimizer.md,disaster-recovery-architect.md,Disaster Recovery Architect,OK,File exists
prompts\system\performance-architecture-optimizer.md,microservices-architecture-expert.md,Microservices Architecture Expert,OK,File exists
prompts\system\prompt-quality-evaluator.md,../../docs/prompt-effectiveness-scoring-methodology.md,Prompt Effectiveness Scoring Methodology,OK,File exists
prompts\system\prompt-quality-evaluator.md,../advanced/reflection-self-critique.md,Reflection: Self-Critique Pattern,OK,File exists
prompts\system\prompt-quality-evaluator.md,../developers/code-review-expert-structured.md,Code Review Expert,OK,File exists
prompts\system\prompt-quality-evaluator.md,tree-of-thoughts-repository-evaluator.md,Tree-of-Thoughts Repository Evaluator,OK,File exists
prompts\system\security-architecture-specialist.md,api-architecture-designer.md,API Architecture Designer,OK,File exists
prompts\system\security-architecture-specialist.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\security-architecture-specialist.md,compliance-architecture-designer.md,Compliance Architecture Designer,OK,File exists
prompts\system\security-architecture-specialist.md,devops-architecture-planner.md,DevOps Architecture Planner,OK,File exists
prompts\system\security-architecture-specialist.md,disaster-recovery-architect.md,Disaster Recovery Architect,OK,File exists
prompts\system\solution-architecture-designer.md,api-architecture-designer.md,API Architecture Designer,OK,File exists
prompts\system\solution-architecture-designer.md,cloud-architecture-consultant.md,Cloud Architecture Consultant,OK,File exists
prompts\system\solution-architecture-designer.md,data-architecture-designer.md,Data Architecture Designer,OK,File exists
prompts\system\solution-architecture-designer.md,enterprise-integration-architect.md,Enterprise Integration Architect,OK,File exists
prompts\system\solution-architecture-designer.md,microservices-architecture-expert.md,Microservices Architecture Expert,OK,File exists
prompts\system\solution-architecture-designer.md,security-architecture-specialist.md,Security Architecture Specialist,OK,File exists
prompts\system\tree-of-thoughts-repository-evaluator.md,../developers/code-review-assistant.md,Code Review Assistant,OK,File exists
techniques\README.md,../CONTRIBUTING.md,contribution guidelines,OK,File exists
techniques\README.md,./agentic/multi-agent/multi-agent-workflow.md,`multi-agent/multi-agent-workflow.md`,OK,File exists
techniques\README.md,./context-optimization/many-shot-learning/many-shot-learning.md,`many-shot-learning/many-shot-learning.md`,OK,File exists
techniques\README.md,./reflexion/basic-reflexion/basic-reflexion.md,`basic-reflexion/basic-reflexion.md`,OK,File exists
techniques\agentic\single-agent\code-review-agent.md,../../reflexion/basic-reflexion/basic-reflexion.md,Reflexion Pattern,OK,File exists
techniques\agentic\single-agent\code-review-agent.md,../multi-agent/multi-agent-workflow.md,Multi-Agent Workflow,OK,File exists
techniques\context-optimization\retrieval-augmented\rag-code-documentation.md,../context_optimizer.py,Context Optimization,OK,File exists
techniques\context-optimization\retrieval-augmented\rag-code-documentation.md,../many-shot-learning/many-shot-learning.md,Many-Shot Learning,OK,File exists
techniques\reflexion\domain-specific\csharp-code-generator.md,../basic-reflexion/basic-reflexion.md,Basic Reflexion,OK,File exists
techniques\reflexion\domain-specific\csharp-code-generator.md,../multi-step-reflexion/multi-step-reflexion.md,Multi-Step Reflexion,OK,File exists
techniques\reflexion\multi-step-reflexion\multi-step-reflexion.md,../basic-reflexion/basic-reflexion.md,Basic Reflexion,OK,File exists
templates\prompt-improvement-template.md,../prompts/business/resource-allocation-optimizer.md,Resource Planning Assistant,OK,File exists
templates\prompt-improvement-template.md,../prompts/system/prompt-quality-evaluator.md,Prompt Quality Evaluator,OK,File exists
templates\prompt-improvement-template.md,../prompts/system/prompt-quality-evaluator.md,Prompt Quality Evaluator,OK,File exists
templates\prompt-improvement-template.md,../prompts/system/prompt-quality-evaluator.md,Prompt Quality Evaluator,OK,File exists
templates\prompt-improvement-template.md,roi-calculator.md,ROI Calculator,OK,File exists
testing\README.md,../docs/ARCHITECTURE_PLAN.md,ARCHITECTURE_PLAN.md,OK,File exists
testing\README.md,../docs/ARCHITECTURE_PLAN.md,ARCHITECTURE_PLAN.md,OK,File exists
testing\README.md,../docs/CONSOLIDATED_IMPROVEMENT_PLAN.md,CONSOLIDATED_IMPROVEMENT_PLAN.md,OK,File exists
testing\README.md,evals/README.md,testing/evals/README.md,OK,File exists
testing\README.md,evals/README.md,testing/evals/README.md,OK,File exists
testing\README.md,validators/README.md,testing/validators/README.md,OK,File exists
testing\evals\README.md,../../docs/ARCHITECTURE_PLAN.md,ARCHITECTURE_PLAN.md,OK,File exists
testing\evals\README.md,../../docs/ARCHITECTURE_PLAN.md,ARCHITECTURE_PLAN.md,OK,File exists
testing\evals\README.md,../../docs/COMPREHENSIVE_PROMPT_DEVELOPMENT_GUIDE.md,COMPREHENSIVE_PROMPT_DEVELOPMENT_GUIDE.md,OK,File exists
testing\evals\README.md,../../tools/README.md,tools/README.md,OK,File exists
tools\README.md,../docs/ARCHITECTURE_PLAN.md,ARCHITECTURE_PLAN.md,OK,File exists
tools\README.md,../docs/ARCHITECTURE_PLAN.md,ARCHITECTURE_PLAN.md,OK,File exists
tools\README.md,../docs/COMPREHENSIVE_PROMPT_DEVELOPMENT_GUIDE.md,COMPREHENSIVE_PROMPT_DEVELOPMENT_GUIDE.md,OK,File exists
tools\README.md,../testing/evals/README.md,testing/evals/README.md,OK,File exists
workflows\business-planning.md,../prompts/analysis/business-case-developer.md,business-case-developer,OK,File exists
workflows\business-planning.md,../prompts/analysis/competitive-analysis-researcher.md,competitive-analysis-researcher,OK,File exists
workflows\business-planning.md,../prompts/analysis/consumer-behavior-researcher.md,consumer-behavior-researcher,OK,File exists
workflows\business-planning.md,../prompts/analysis/data-analysis-specialist.md,data-analysis-specialist,OK,File exists
workflows\business-planning.md,../prompts/analysis/market-research-analyst.md,market-research-analyst,OK,File exists
workflows\business-planning.md,../prompts/analysis/metrics-and-kpi-designer.md,metrics-and-kpi-designer,OK,File exists
workflows\business-planning.md,../prompts/analysis/metrics-and-kpi-designer.md,metrics-and-kpi-designer,OK,File exists
workflows\business-planning.md,../prompts/analysis/user-experience-analyst.md,user-experience-analyst,OK,File exists
workflows\business-planning.md,../prompts/business/change-management-coordinator.md,change-management-coordinator,OK,File exists
workflows\business-planning.md,../prompts/business/financial-modeling-expert.md,financial-modeling-expert,OK,File exists
workflows\business-planning.md,../prompts/business/innovation-strategy-consultant.md,innovation-strategy-consultant,OK,File exists
workflows\business-planning.md,../prompts/business/project-charter-creator.md,project-charter-creator,OK,File exists
workflows\business-planning.md,../prompts/business/sales-strategy-consultant.md,sales-strategy-consultant,OK,File exists
workflows\business-planning.md,../prompts/business/strategic-planning-consultant.md,strategic-planning-consultant,OK,File exists
workflows\business-planning.md,../prompts/creative/marketing-campaign-strategist.md,marketing-campaign-strategist,OK,File exists
workflows\business-planning.md,./sdlc.md,SDLC Blueprint,OK,File exists
workflows\data-pipeline.md,../prompts/advanced/chain-of-thought-debugging.md,Chain-of-Thought: Debugging,OK,File exists
workflows\data-pipeline.md,../prompts/advanced/chain-of-thought-debugging.md,Chain-of-Thought: Debugging,OK,File exists
workflows\data-pipeline.md,../prompts/advanced/chain-of-thought-performance-analysis.md,Chain-of-Thought: Performance Analysis,OK,File exists
workflows\data-pipeline.md,../prompts/advanced/chain-of-thought-performance-analysis.md,Chain-of-Thought: Performance Analysis,OK,File exists
workflows\data-pipeline.md,../prompts/advanced/reflection-data-pipeline-risk-review.md,Reflection: Data Pipeline Risk Review,OK,File exists
workflows\data-pipeline.md,../prompts/advanced/tree-of-thoughts-architecture-evaluator.md,Tree-of-Thoughts: Architecture Evaluator,OK,File exists
workflows\data-pipeline.md,../prompts/advanced/tree-of-thoughts-architecture-evaluator.md,Tree-of-Thoughts: Architecture Evaluator,OK,File exists
workflows\data-pipeline.md,../prompts/analysis/data-analysis-specialist.md,Data Analysis Specialist,OK,File exists
workflows\data-pipeline.md,../prompts/analysis/data-quality-assessment.md,Data Quality Assessment,OK,File exists
workflows\data-pipeline.md,../prompts/analysis/data-quality-assessment.md,Data Quality Assessment,OK,File exists
workflows\data-pipeline.md,../prompts/analysis/data-quality-assessment.md,Data Quality Assessment,OK,File exists
workflows\data-pipeline.md,../prompts/analysis/metrics-and-kpi-designer.md,Metrics and KPI Designer,OK,File exists
workflows\data-pipeline.md,../prompts/analysis/metrics-and-kpi-designer.md,Metrics and KPI Designer,OK,File exists
workflows\data-pipeline.md,../prompts/analysis/trend-analysis-specialist.md,Trend Analysis Specialist,OK,File exists
workflows\data-pipeline.md,../prompts/developers/data-pipeline-engineer.md,Data Pipeline Engineer,OK,File exists
workflows\data-pipeline.md,../prompts/developers/data-pipeline-engineer.md,Data Pipeline Engineer,OK,File exists
workflows\data-pipeline.md,../prompts/developers/database-schema-designer.md,Database Schema Designer,OK,File exists
workflows\data-pipeline.md,../prompts/developers/database-schema-designer.md,Database Schema Designer,OK,File exists
workflows\data-pipeline.md,../prompts/developers/sql-query-analyzer.md,SQL Query Optimizer (Advanced),OK,File exists
workflows\incident-response.md,../CONTRIBUTING.md,Repository Contributors,OK,File exists
workflows\incident-response.md,../prompts/analysis/data-analysis-insights.md,data-analysis-insights,OK,File exists
workflows\incident-response.md,../prompts/analysis/data-analysis-insights.md,data-analysis-insights,OK,File exists
workflows\incident-response.md,../prompts/analysis/metrics-and-kpi-designer.md,metrics-and-kpi-designer,OK,File exists
workflows\incident-response.md,../prompts/business/crisis-management-coordinator.md,crisis-management-coordinator,OK,File exists
workflows\incident-response.md,../prompts/business/risk-management-analyst.md,risk-management-analyst,OK,File exists
workflows\incident-response.md,../prompts/developers/documentation-generator.md,technical-documentation-specialist,OK,File exists
workflows\incident-response.md,../prompts/developers/security-code-auditor.md,security-code-auditor,OK,File exists
workflows\incident-response.md,../prompts/developers/security-code-auditor.md,security-code-auditor,OK,File exists
workflows\incident-response.md,../prompts/governance/security-incident-response.md,security-incident-response,OK,File exists
workflows\incident-response.md,../prompts/governance/security-incident-response.md,security-incident-response,OK,File exists
workflows\sdlc.md,../CONTRIBUTING.md,Repository Contributors,OK,File exists
workflows\sdlc.md,../prompts/analysis/business-case-developer.md,business-case-developer,OK,File exists
workflows\sdlc.md,../prompts/analysis/data-analysis-insights.md,data-analysis-insights,OK,File exists
workflows\sdlc.md,../prompts/analysis/metrics-and-kpi-designer.md,metrics-and-kpi-designer,OK,File exists
workflows\sdlc.md,../prompts/analysis/metrics-and-kpi-designer.md,metrics-and-kpi-designer,OK,File exists
workflows\sdlc.md,../prompts/analysis/process-optimization-consultant.md,process-optimization-consultant,OK,File exists
workflows\sdlc.md,../prompts/analysis/requirements-analysis-expert.md,requirements-analysis-expert,OK,File exists
workflows\sdlc.md,../prompts/analysis/requirements-analysis-expert.md,requirements-analysis-expert,OK,File exists
workflows\sdlc.md,../prompts/analysis/stakeholder-requirements-gatherer.md,stakeholder-requirements-gatherer,OK,File exists
workflows\sdlc.md,../prompts/analysis/user-experience-analyst.md,user-experience-analyst,OK,File exists
workflows\sdlc.md,../prompts/business/agile-sprint-planner.md,agile-sprint-planner,OK,File exists
workflows\sdlc.md,../prompts/business/meeting-facilitator.md,meeting-facilitator,OK,File exists
workflows\sdlc.md,../prompts/developers/api-design-consultant.md,api-design-consultant,OK,File exists
workflows\sdlc.md,../prompts/developers/api-design-consultant.md,api-design-consultant,OK,File exists
workflows\sdlc.md,../prompts/developers/code-generation-assistant.md,code-generation-assistant,OK,File exists
workflows\sdlc.md,../prompts/developers/code-review-expert.md,code-review-expert,OK,File exists
workflows\sdlc.md,../prompts/developers/database-migration-specialist.md,database-migration-specialist,OK,File exists
workflows\sdlc.md,../prompts/developers/database-schema-designer.md,database-schema-designer,OK,File exists
workflows\sdlc.md,../prompts/developers/database-schema-designer.md,database-schema-designer,OK,File exists
workflows\sdlc.md,../prompts/developers/devops-pipeline-architect.md,devops-pipeline-architect,OK,File exists
workflows\sdlc.md,../prompts/developers/devops-pipeline-architect.md,devops-pipeline-architect,OK,File exists
workflows\sdlc.md,../prompts/developers/documentation-generator.md,documentation-generator,OK,File exists
workflows\sdlc.md,../prompts/developers/performance-optimization-specialist.md,performance-optimization-specialist,OK,File exists
workflows\sdlc.md,../prompts/developers/performance-optimization-specialist.md,performance-optimization-specialist,OK,File exists
